상호명,지점명,상권업종대분류명,대분류코드명,상권업종중분류명,중분류코드명,상권업종소분류명,시도코드,시도명,시군구코드,시군구명,행정동명,법정동명,도로명주소,전화번호,영업시간,위도,경도,일층,경사로,입구턱,입구문턱,테이블석,화장실턱,화장실문턱,장애인화장실,엘리베이터,주차장,장애인주차장,테이크아웃
잭슨피자,서초점,음식점,R,패스트푸드,R7,피자,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초대로 346,02-581-0717,매일 11:00 ~ 22:00,37.49509787,127.0193948,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
전문가,,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로12길 30,02-584-5400,매주 일요일 휴무 월~토 : 09:00 ~ 22:00,37.48481674,127.0128918,Y,N,N,Y,Y,N,N,N,N,Y,N,N
제멜리,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 강남대로101길 39,02-511-4553,매주 일요일 휴무 월~토 : 11:30 ~ 21:30,37.51741001,127.0174739,Y,N,N,Y,Y,N,N,N,N,N,N,N
족슐랭,양재시민의숲역점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 강남대로10길 13,0507-1411-4969,매일 14:00 - 24:00 23:30 라스트오더 ,37.46825111,127.040829,Y,Y,N,Y,Y,N,N,N,N,N,N,N
족황상제,잠원본점,음식점,R,고기,R3,족발/보쌈,11,서울특별시,11650,서초구,반포3동,잠원동,서울특별시 서초구 잠원로 46-3,02-3477-1982,"월,화,수,목,토,일 : 16:10 ~ 23:30 금 : 16:10 ~ 24:00",37.50893852,127.008616,Y,N,N,Y,Y,N,N,N,N,N,N,N
종로수제비,,음식점,R,한식,R1,국수/칼국수,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 25,02-583-5958,평일 07:30 - 23:00 15:00 - 16:30 브레이크타임 22:00 라스트오더 토 08:00 - 21:00 20:00 라스트오더 일 정기휴무 (매주 일요일),37.49346116,127.0154469,N,N,N,N,N,N,N,N,N,N,N,N
죠샌드위치서울고속버스,,음식점,R,기타 간이,I210,토스트/샌드위치/샐러드,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-536-1090,,37.50633622,127.0068163,N,N,N,Y,Y,N,N,N,N,N,N,N
진대감,교대점,음식점,R,고기,R3,소고기 구이/찜,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로50길 62-9,0507-1338-2472,월~토 : 11:00 ~ 22:00 일 : 11:00 ~ 21:30,37.49035088,127.0130904,Y,N,N,Y,Y,N,N,N,N,Y,N,N
진라이,서초점,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 남부순환로 2457,0507-1329-0078,매일 11:00 ~ 21:00,37.48274208,127.0191153,Y,Y,N,Y,Y,N,N,N,N,N,N,N
진준안중화요리,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 동광로 19,02-592-1288,매일 11:00 ~ 21:30,37.49100602,126.9851279,Y,Y,N,Y,Y,N,N,N,N,N,N,N
찌개소반,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 22-7,0507-1378-2160,매주 일요일 휴무 월~토 : 11:00 ~ 22:00,37.4929379,127.015375,Y,N,N,Y,Y,N,N,N,N,N,N,N
차돌풍,방배역점,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 효령로31길 19,02-581-9293,매일 11:00 - 23:00 15:00 - 17:00 브레이크타임 22:00 라스트오더,37.48202627,126.9961152,Y,Y,N,Y,Y,N,N,N,N,N,N,N
천학정,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 남부순환로335길 37,02-525-5063,매주 일요일 휴무 월~토 : 11:00 ~ 21:00,37.4842047,127.0216403,Y,N,N,Y,Y,N,N,N,N,N,N,N
청계산곤드레집,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,내곡동,신원동,서울특별시 서초구 청룡마을1길 1,0507-1357-4542,월~금 : 11:00 ~ 20:30 토~일 : 10:00 ~ 20:30,37.44541946,127.0577901,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
청계산성,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,내곡동,신원동,서울특별시 서초구 청계산로 121,02-579-0300,매일 11:00 - 22:00 정기휴무 (매달 2번째 월요일),37.45357689,127.0513809,Y,N,N,Y,Y,N,N,N,N,N,N,N
청년다방양재시민의숲역점,,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 강남대로12길 23-15,02-2088-1214,매주 월요일 휴무 화~일 : 11:00 ~ 22:00,37.4702064,127.0397187,Y,Y,N,Y,Y,N,N,N,N,N,N,N
청룡각,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-536-6354,,37.5064499,127.0068201,Y,N,N,Y,Y,N,N,N,N,N,N,N
최고의한우명우,,음식점,R,한식,R1,소고기 구이/찜,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 나루터로 75,0507-1349-3492,"매일 11:00 - 22:30 21:30 라스트오더 - 설날, 추석날 명절 당일 전후 3일 휴무",37.51583739,127.017981,Y,N,Y,N,Y,N,N,N,N,Y,N,N
최실장의일식주방,,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,양재1동,우면동,서울특별시 서초구 중앙로 582,,월 -토 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더 일 정기휴무 (매주 일요일),37.45713831,127.0153016,Y,N,N,Y,Y,N,N,N,N,N,N,N
춘향골남원추어탕,서초점,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서운로11길 10,02-3472-0050,월 - 토 11:00 - 20:00 15:00 - 17:00 브레이크타임 일 11:00 - 15:00,37.4879052,127.0278452,Y,Y,N,Y,Y,N,N,N,N,N,N,N
치요가&강정구의피자생각,,음식점,R,기타 간이,I210,피자,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 마방로2길 84,02-575-9994,매일 14:00 - 24:00,37.46987176,127.0395647,Y,N,Y,N,Y,N,N,N,N,N,N,N
카리,,음식점,R,동남아시아,I205,베트남식 전문,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,02-533-3386,매일 11:00 ~ 21:00,37.50452583,127.0078374,Y,N,N,Y,Y,N,N,N,N,N,N,N
카사바비,,음식점,R,카페,C1,빵/도넛,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초대로56길 15,02-525-8092,월~금 : 08:00 ~ 22:00 토 : 08:00 ~ 21:00 일 : 09:00 ~ 17:00,37.49383651,127.01724,Y,N,N,Y,Y,N,N,N,N,N,N,N
케르반,파미에스테이션점,음식점,R,동남아시아,I205,베트남식 전문,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,0507-1316-4767,매일 11:00 ~ 21:00,37.5045031,127.0078486,N,N,N,Y,Y,N,N,N,N,N,N,N
케이에프씨KFC이수역,코리아,음식점,R,패스트푸드,R7,치킨/버거,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 동작대로 114,02-532-2622,매일 10:30 - 22:30,37.48674988,126.9826639,Y,N,N,Y,Y,N,N,N,N,N,N,N
코코이찌방야,반포고속버스터미널점,음식점,R,일식,I203,일식 카레/돈가스/덮밥,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-535-5518,10:30 - 21:00,37.50645444,127.0067825,Y,N,N,Y,Y,N,N,N,N,N,N,N
쿠운,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 강남대로83길 18,0507-1338-1809,월 - 금 10:40 - 22:40 22:35 라스트오더 토 - 일 11:40 - 22:40 22:35 라스트오더,37.50634957,127.0223313,Y,N,N,Y,Y,N,N,N,N,N,N,N
쿠쿠치킨,,음식점,R,닭/오리,R4,치킨,11,서울특별시,11650,서초구,양재1동,우면동,서울특별시 서초구 양재대로2길 34,0507-1419-8016,매달 4번째 일요일 휴무 매일 15:00 ~ 24:00,37.45757368,127.0221569,Y,N,N,Y,Y,N,N,N,N,N,N,N
퀸즈가든,강남역점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로53길 7,0507-1361-0531,매일 11:00 - 21:50 21:00 라스트오더 ,37.49429744,127.0283056,N,N,Y,N,Y,N,N,N,Y,N,N,N
크라이치즈버거,,음식점,R,기타 간이,I210,버거,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로41길 8,0507-1385-6244,매일 10:30-21:00,37.48726272,127.0319017,Y,Y,N,Y,Y,N,N,N,N,N,N,N
크림라벨,파미에스테이션점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,0507-1351-1832,매일 11:00 - 22:00,37.50448036,127.0078224,Y,N,N,Y,Y,N,N,N,N,N,N,N
키르케,,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 동광로3길 71,02-6015-6835,"매주 일, 월 휴무 화~토 : 12:00 ~ 20:30",37.49424292,126.9843264,Y,N,N,Y,Y,N,N,N,N,N,N,N
킹카페,,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로18길 36,0507-1483-3690,매주 일요일 휴무 월~토 : 08:00 ~ 20:00,37.48720147,127.011447,Y,N,N,Y,Y,N,N,N,N,N,N,N
탁심케밥,,음식점,R,서양식,I204,기타 서양식 음식점,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로77길 58,02-790-1282,월~금 : 11:00 ~ 03:00 토~일 : 11:00 ~ 06:00,37.50256371,127.024364,Y,N,N,Y,Y,N,N,N,N,N,N,N
토쿠센,,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로18길 23,0507-1326-8948,매주 일요일 휴무 / 월~토 : 11:00 ~ 22:00,37.49153387,127.0155626,Y,N,N,Y,Y,N,N,N,N,N,N,N
톰볼라,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 서래로7길 16,0507-1431-4660,매일 11:30 ~ 22:00,37.49885129,126.9974507,Y,N,N,Y,Y,N,N,N,N,N,N,N
통돼지네,본점,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 강남대로95길 15,02-544-0692,월 - 금 10:00 - 22:30 15:00 - 16:00 브레이크타임 토 11:30 - 21:30 일 정기휴무,37.51365747,127.0191407,Y,N,N,Y,Y,N,N,N,N,N,N,N
통영항수산민족,양재점,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 남부순환로350길 19-5,02-577-3633,월~금 : 11:30 ~ 23:00 토~일 : 16:00 ~ 23:00,37.4840348,127.0360479,Y,N,N,Y,Y,N,N,N,N,N,N,N
파리바게뜨,서초중앙점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 효령로 346,02-598-8204,매일 07:30 - 22:30,37.48631613,127.0219972,Y,Y,N,Y,Y,N,N,N,N,N,N,N
파리바게뜨카페,서초역점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로27길 13,02-523-4868,매일 07:00 - 23:00 ,37.48968309,127.0075922,Y,Y,N,Y,Y,N,N,N,N,N,N,N
파리바게트,반포제일점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 강남대로79길 59,0507-1399-1207,매일 06:40 ~ 00:30,37.5039965,127.0211106,Y,Y,N,Y,Y,N,N,N,N,N,N,N
파리바게트,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초중앙로 109,02-3487-4352,매일 07:00 - 23:00,37.49159095,127.0137639,Y,Y,N,Y,Y,N,N,N,N,N,N,N
파리크라상,반포서래점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 서래로5길 2,02-3478-9139,매일 07:00 ~ 22:00,37.49791056,126.9980853,Y,N,N,Y,Y,N,N,N,N,N,N,N
파티세리오델리스,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로27길 10-3,0507-1415-3637,10:00 - 19:00 정기휴무 (매주 월요일),37.48864709,126.994828,Y,N,Y,N,Y,N,N,N,N,N,N,N
파파존스,잠원점,음식점,R,서양식,I210,피자,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로 325,02-518-8088,매일 11:00 ~ 21:30,37.51070271,127.0192246,Y,Y,N,Y,Y,N,N,N,N,N,N,N
판교집양재,직영점,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 마방로10길 58,02-576-7771,월 - 금 11:00 - 23:00 22:30 라스트오더 토 - 일 12:00 - 22:00 21:30 라스트오더,37.47507965,127.0450945,Y,Y,N,Y,Y,N,N,N,N,N,N,N
패스토팔라피자,,음식점,R,기타 간이,I210,피자,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 양재천로7길 13,02-575-6060,화 - 일 11:00 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더 정기휴무 (매주 월요일),37.47466043,127.0356369,Y,N,N,Y,Y,N,N,N,N,Y,N,N
패트릭스카페,서초점,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로38길 12,0507-0289-3513,매주 토요일 휴무 월~금 : 08:00 ~ 20:00 일 : 09:00 ~ 16:00,37.49048432,127.0053652,Y,N,N,Y,Y,N,N,N,N,N,N,N
평양면옥,,음식점,R,한식,R1,냉면/밀면,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,02-3479-1014,매일 10:00 ~ 22:00,37.50402096,127.0024045,N,N,N,Y,Y,N,N,N,N,N,N,N
포몬스,양재점,음식점,R,동남아시아,I205,베트남식 전문,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 논현로 55,02-575-3785,매일 10:00 - 21:00 15:00 - 17:30 브레이크타임 20:40 라스트오더,37.47520955,127.0466757,Y,Y,N,Y,Y,N,N,N,N,N,N,N
풍년닭도리탕,강남신사점,음식점,R,닭/오리,R4,찜/탕/구이,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로45길 50-10,02-310-9522,매주 일요일 휴무 월~금 : 10:30 ~ 23:00 토 : 16:00 ~ 23:00,37.51260297,127.0180233,Y,N,N,Y,Y,N,N,N,N,N,N,N
프랭크버거이수역점,,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 동작대로 138,02-595-0709,매일 11:00 ~ 21:00,37.48894006,126.982736,Y,Y,N,N,Y,N,N,N,N,N,N,N
피봇,,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로23길 5,,매주 월요일 휴무 화~일 : 08;00 ~ 18:00,37.4863504,126.9938863,Y,Y,N,Y,Y,N,N,N,N,N,N,N
핏제리아오,뉴코아아울렛,음식점,R,양식,R6,경양식,11,서울특별시,11650,서초구,반포3동,잠원동,서울특별시 서초구 잠원로 51,0507-1495-2271,매일 11:00 - 21:30 20:30 라스트오더,37.50923454,127.0074239,Y,N,N,Y,Y,N,N,N,N,N,N,N
하루&영광굴비,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로30길 60,02-3474-9178,,37.49227763,127.0118324,Y,N,N,Y,Y,N,N,N,N,Y,N,N
한국밥,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로40길 92,02-598-4200,매일 10:00 ~ 22:00,37.48755723,127.0087397,Y,Y,N,Y,Y,N,N,N,N,N,N,N
한국회관,,음식점,R,고기,R3,소고기 구이,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로18길 10,0507-1498-3465,매일 11:30 ~ 22:00,37.49838496,126.9955909,N,N,N,Y,N,N,N,N,N,Y,Y,N
한사바리해장국,서초점,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 방배중앙로 96,,매일 08:00 ~ 20:50,37.48796471,126.9887762,Y,N,N,Y,Y,N,N,N,N,N,N,N
한성돈까스,,음식점,R,일식/수산물,R5,돈가스,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서초대로78길 36,02-521-6020,매주 일요일 휴무 월~토 : 11:00 ~ 21:00,37.49474708,127.028198,Y,N,N,Y,Y,N,N,N,N,N,N,N
한양설렁탕,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 효령로 109,02-588-2798,24시간 영업,37.48125912,126.9959672,Y,N,N,Y,Y,N,N,N,N,N,N,N
한여사간장게장,,음식점,R,한식,R1,해산물 구이/찜,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로46길 9,0507-1358-5142,매일 11:30 - 21:00 15:00 - 17:00 브레이크타임 20:20 라스트오더,37.49201942,127.0100491,Y,N,N,Y,Y,N,N,N,N,N,N,N
한우리,센트럴시티점,음식점,R,고기,R3,샤브샤브,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,02-6282-5353,매일 11:00 ~ 22:00,37.50454099,127.0078336,Y,N,N,Y,Y,N,N,N,N,N,N,N
한촌설렁탕,사당역점,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 36,02-522-1011,월 07:00 - 06:00 화 - 금 06:00 - 06:00 토 06:00 - 23:00 일 09:00 - 22:00,37.47976674,126.9826681,Y,Y,N,Y,Y,N,N,N,N,N,N,N
함포해장,서초점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배3동,방배동,서울특별시 서초구 효령로34길 7,0507-1328-9473,"월,화,수,목,금,일 : 09:00 ~ 22:00 토 : 07:30 ~ 22:00",37.48124323,126.9994047,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
햇쌀마루,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서운로 22,02-582-9240,월 - 금 08:00 - 21:00 토 08:00 - 20:00 일 정기휴무,37.48593731,127.0296008,Y,Y,N,Y,Y,N,N,N,N,N,N,N
행복감자탕,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,양재1동,우면동,서울특별시 서초구 태봉로2길 30,0507-1382-6264,매주 일요일 휴무 월~토 : 11:#0 ~ 22:00,37.4611436,127.0256372,N,N,N,N,N,N,N,N,N,N,N,N
헝그리부처,방배본점,음식점,R,패스트푸드,R7,경양식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 방배로 199,0507-1365-9793,매일 11:00 - 21:00 15:30 - 17:00 브레이크타임 20:30 라스트오더 ,37.49110259,126.9911426,Y,N,N,Y,Y,N,N,N,N,N,N,N
호경전,신세계백화점 강남점,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,02-3479-1627,매일 11:00 ~ 21:30,37.5037936,127.0024496,N,N,N,Y,Y,N,N,N,N,N,N,N
호호식당파미에스테이션,,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,02-6282-2384,매일 11:00 ~ 21:50,37.50457131,127.007839,Y,N,N,Y,Y,N,N,N,N,N,N,N
홍등,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로48길 103,02-585-1112,매주 일요일 휴무 월~금 : 11:00 ~ 22:00 토 : 11:00 ~ 20:00,37.48841801,127.0125391,Y,N,N,Y,Y,N,N,N,N,N,N,N
홍수계찜닭사당역파스텔시티점,,음식점,R,닭/오리,R4,닭/오리고기 구이/찜,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 11,02-585-0373,,37.47773594,126.982244,N,N,N,Y,Y,N,N,N,N,N,N,N
홍종흔베이커리서초,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 효령로 229,02-3473-0304,매일 08:00 ~ 23:00,37.48386577,127.0090825,Y,Y,N,Y,Y,N,N,N,N,N,N,N
횡성고기마을,,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로29길 3,0507-1401-3448,매주 일요일 휴무 월~토 : 10:00 ~ 22:00,37.4964586,126.985269,Y,N,N,Y,Y,N,N,N,N,N,N,N
후라토식당,반포직영점,음식점,R,일식,I203,일식 카레/돈가스/덮밥,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-3478-7090,매일 11:00 ~ 21:30,37.50642716,127.0067966,Y,N,N,Y,Y,N,N,N,N,N,N,N
흑산도홍탁,,음식점,R,일식/수산물,R5,회/초밥,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 44,02-523-9915,매일 16:00 ~ 02:00,37.48044275,126.9826929,Y,N,N,Y,Y,N,N,N,N,N,N,N
힘난다버거,신논현역점,음식점,R,패스트푸드,R7,햄버거,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 사평대로56길 7,0507-1411-6770,매일 11:00-22:00,37.50321477,127.0235525,Y,N,N,Y,Y,N,N,N,N,N,N,N
맥도날드,양재SK DT점,음식점,R,패스트푸드,R7,햄버거,11,서울,11650,서초구,양재1동,양재동,"서울특별시 서초구 바우뫼로 178, 1,2층 (양재동)",02-6447-6500,매일 00:00 - 24:00 ,37.4780889,127.039592,Y,N,N,Y,Y,N,N,N,N,N,N,N
맥도날드,서울교대점,음식점,R,패스트푸드,R7,햄버거,11,서울,11650,서초구,서초1동,서초동,"서울특별시 서초구 서초대로 316, 102호,201호 (서초동, 하림인터내셔날 오피스텔 )",02-6242-6400,매일 07:00 - 22:30 ,37.49407104,127.0162047,Y,N,N,Y,Y,N,N,N,N,N,N,Y
맥도날드,방배점,음식점,R,패스트푸드,R7,햄버거,11,서울,11650,서초구,방배1동,방배동,"서울특별시 서초구 방배로 81, B1~2층 (방배동)",02-6391-3700,매일 00:00 - 24:00 ,37.48165147,126.9971395,Y,Y,N,Y,Y,N,N,N,N,N,N,N
