시설물 구분,시설물명,소재지 주소,행정동,데이터기준일자
장애인용 승강기,아이투비산부인과,서울 서초구 방배동 773-17,방배본동,2025-09-18
장애인용 승강기,아이티센빌딩,서울 서초구 서초동 1462-20,서초3동,2025-09-18
장애인용 승강기,아지오타워,서울 서초구 서초동 1481-3,서초3동,2025-09-18
장애인용 승강기,아크로리버뷰신반포,서울 서초구 잠원동 159,반포3동,2025-09-18
장애인용 승강기,아크로비스타,서울 서초구 서초동 1685-3,서초4동,2025-09-18
장애인용 승강기,아크로비스타상가,서울 서초구 서초동 1685-3,서초4동,2025-09-18
장애인용 승강기,아크로텔강남역,서울 서초구 서초동 1337-2,서초2동,2025-09-18
장애인용 승강기,아트빌딩,서울 서초구 서초동 1449-16,서초3동,2025-09-18
장애인용 승강기,알렌빌딩,서울 서초구 방배동 796-10,방배본동,2025-09-18
장애인용 승강기,알루어반포,서울 서초구 반포동 67-3,반포4동,2025-09-18
장애인용 승강기,알파레타,서울 서초구 반포동 550-21,반포4동,2025-09-18
장애인용 승강기,알파레타2차,서울 서초구 반포동 107-41,반포4동,2025-09-18
장애인용 승강기,알파레타3차,서울 서초구 방배동 593-81,방배3동,2025-09-18
장애인용 승강기,알파레타4차,서울 서초구 반포동 107-61,반포4동,2025-09-18
장애인용 승강기,알파레타5차,서울 서초구 방배동 593-101,방배3동,2025-09-18
장애인용 승강기,알파레타6차,서울 서초구 반포동 743-12,반포1동,2025-09-18
장애인용 승강기,양재 하우징,서울 서초구 양재동 258-4,양재2동,2025-09-18
장애인용 승강기,양재2동주민센터,서울 서초구 양재동 323-1,양재2동,2025-09-18
장애인용 승강기,양재고등학교,서울 서초구 서초동 1376-4,서초2동,2025-09-18
장애인용 승강기,양재공영주차장,서울 서초구 양재동 90-2,양재1동,2025-09-18
장애인용 승강기,양재근린공원지하주차장,서울 서초구 양재동 399-1,양재2동,2025-09-18
장애인용 승강기,양재느티나무쉼터,서울 서초구 양재동 7-32,양재1동,2025-09-18
장애인용 승강기,양재더 힐,서울 서초구 양재동 8-23,양재1동,2025-09-18
장애인용 승강기,양재도서관,서울 서초구 양재동 236,양재2동,2025-09-18
장애인용 승강기,양재동 333-14,서울 서초구 양재동 333-14,양재2동,2025-09-18
장애인용 승강기,양재동 삼성베스트빌,서울 서초구 양재동 362,양재2동,2025-09-18
장애인용 승강기,양재동11-12,서울 서초구 양재동 11-12,양재1동,2025-09-18
장애인용 승강기,양재동빌딩,서울 서초구 양재동 125-7,양재1동,2025-09-18
장애인용 승강기,양재동시그마아파트,서울 서초구 양재동 302,양재2동,2025-09-18
장애인용 승강기,양재동우체국,서울 서초구 양재동 1-1,양재1동,2025-09-18
장애인용 승강기,양재리본타워1단지아파트,서울 서초구 양재동 102,양재1동,2025-09-18
장애인용 승강기,양재리본타워2단지아파트,서울 서초구 양재동 212,양재2동,2025-09-18
장애인용 승강기,양재유치원,서울 서초구 양재동 138,양재1동,2025-09-18
장애인용 승강기,양재종합사회복지관,서울 서초구 양재동 11-13,양재1동,2025-09-18
장애인용 승강기,양재주차장,서울 서초구 양재동 23,양재1동,2025-09-18
장애인용 승강기,양재파크뷰,서울 서초구 양재동 8-37,양재1동,2025-09-18
장애인용 승강기,양재파크뷰아파트,서울 서초구 양재동 8-37,양재1동,2025-09-18
장애인용 승강기,양지파크타운,서울 서초구 양재동 272-9,양재2동,2025-09-18
장애인용 승강기,어반플레이스,서울 서초구 서초동 1337-3,서초2동,2025-09-18
장애인용 승강기,어반하이,서울 서초구 서초동 1601-10,서초3동,2025-09-18
장애인용 승강기,어퍼하우스 3차,서울 서초구 반포동 612-34,반포4동,2025-09-18
장애인용 승강기,언남중학교,서울 서초구 양재동 310,양재2동,2025-09-18
장애인용 승강기,에이치와이빌딩,서울 서초구 잠원동 28-10,잠원동,2025-09-18
장애인용 승강기,에지앙아파트,서울 서초구 서초동 1679-6,서초1동,2025-09-18
장애인용 승강기,에피소드 강남 262,서울 서초구 서초동 1339-9,서초2동,2025-09-18
장애인용 승강기,에피소드 서초393,서울 서초구 서초동 1338-5,서초2동,2025-09-18
장애인용 승강기,엔데버빌딩,서울 서초구 서초동 1330-3,서초2동,2025-09-18
장애인용 승강기,엔스빌딩,서울 서초구 양재동 14-1,양재1동,2025-09-18
장애인용 승강기,엘렌타워,서울 서초구 서초동 1574-10,서초3동,2025-09-18
장애인용 승강기,엘루크,서울 서초구 방배동 911-22,방배1동,2025-09-18
장애인용 승강기,엘리시아서리풀 3차,서울 서초구 방배동 805-8,방배4동,2025-09-18
장애인용 승강기,엘리시아서리풀4차,서울 서초구 방배동 843-7,방배4동,2025-09-18
장애인용 승강기,엘에이치서초5단지아파트,서울 서초구 우면동 789,양재1동,2025-09-18
장애인용 승강기,엘지서초에클라트,서울 서초구 서초동 1599-2,서초3동,2025-09-18
장애인용 승강기,엘프에스토740,서울 서초구 방배동 740,방배본동,2025-09-18
장애인용 승강기,엠빌리지,서울 서초구 방배동 830-15,방배4동,2025-09-18
장애인용 승강기,여이레하우스,서울 서초구 방배동 896-12,방배1동,2025-09-18
장애인용 승강기,연담루양재,서울 서초구 양재동 397-9,양재2동,2025-09-18
장애인용 승강기,연세사랑병원,서울 서초구 방배동 488-6,방배3동,2025-09-18
장애인용 승강기,염곡동215-3,서울 서초구 염곡동 215-3,내곡동,2025-09-18
장애인용 승강기,영신빌딩,서울 서초구 서초동 1304-2,서초4동,2025-09-18
장애인용 승강기,영일교회,서울 서초구 양재동 9-49,양재1동,2025-09-18
장애인용 승강기,영일빌딩,서울 서초구 서초동 1429-4,서초1동,2025-09-18
장애인용 승강기,영현홈,서울 서초구 서초동 1665-1,서초1동,2025-09-18
장애인용 승강기,예명대학원대학교,서울 서초구 서초동 1434-5,서초1동,2025-09-18
장애인용 승강기,예술의전당,서울 서초구 서초동 700,서초3동,2025-09-18
장애인용 승강기,예원빌딩,서울 서초구 양재동 75-1,양재1동,2025-09-18
장애인용 승강기,오리엔트빌,서울 서초구 방배동 794-28,방배본동,2025-09-18
장애인용 승강기,오버맨,서울 서초구 반포동 724-37,반포1동,2025-09-18
장애인용 승강기,오클라우드호텔,서울 서초구 서초동 1303-14,서초4동,2025-09-18
장애인용 승강기,옥스포드빌,서울 서초구 서초동 1514-6,서초3동,2025-09-18
장애인용 승강기,온무리교회,서울 서초구 양재동 2-33,양재1동,2025-09-18
장애인용 승강기,외교부국립외교원,서울 서초구 서초동 1376-2,서초2동,2025-09-18
장애인용 승강기,요단빌딩,서울 서초구 서초동 1570-4,서초3동,2025-09-18
장애인용 승강기,용마일렉트로닉스,서울 서초구 잠원동 31-21,잠원동,2025-09-18
장애인용 승강기,용진빌딩,서울 서초구 방배동 439-5,방배2동,2025-09-18
장애인용 승강기,우광빌딩,서울 서초구 양재동 80-4,양재1동,2025-09-18
장애인용 승강기,우면동교회,서울 서초구 우면동 693,양재1동,2025-09-18
장애인용 승강기,우면동신애교회,서울 서초구 우면동 68,양재1동,2025-09-18
장애인용 승강기,우면종합사회복지관,서울 서초구 우면동 6-1,양재1동,2025-09-18
장애인용 승강기,우면파크빌,서울 서초구 우면동 3-1,양재1동,2025-09-18
장애인용 승강기,우면프라자1,서울 서초구 우면동 721-1,양재1동,2025-09-18
장애인용 승강기,우송빌딩,서울 서초구 서초동 1709-5,서초3동,2025-09-18
장애인용 승강기,우신1549,서울 서초구 서초동 1549-4,서초3동,2025-09-18
장애인용 승강기,우신1557빌딩,서울 서초구 서초동 1557-6,서초3동,2025-09-18
장애인용 승강기,우영빌딩,서울 서초구 서초동 1330-13,서초2동,2025-09-18
장애인용 승강기,우제빌딩,서울 서초구 서초동 1538-2,서초3동,2025-09-18
장애인용 승강기,웅진타워,서울 서초구 서초동 1573-14,서초3동,2025-09-18
장애인용 승강기,원베일리,서울 서초구 반포동 1-1,반포2동,2025-09-18
장애인용 승강기,원진빌딩,서울 서초구 서초동 1626-2,서초1동,2025-09-18
장애인용 승강기,원촌중학교,서울 서초구 반포동 22,반포1동,2025-09-18
장애인용 승강기,위니드펠리체,서울 서초구 방배동 793-15,방배본동,2025-09-18
장애인용 승강기,위미르빌,서울 서초구 양재동 384-3,양재2동,2025-09-18
장애인용 승강기,윈저빌,서울 서초구 방배동 806-5,방배4동,2025-09-18
장애인용 승강기,유니빌,서울 서초구 서초동 1523-8,서초3동,2025-09-18
장애인용 승강기,유중에셋,서울 서초구 방배동 837-15,방배4동,2025-09-18
장애인용 승강기,유화빌딩,서울 서초구 서초동 1305-2,서초4동,2025-09-18
장애인용 승강기,융성빌딩,서울 서초구 방배동 796-9,방배본동,2025-09-18
장애인용 승강기,은곡빌딩,서울 서초구 서초동 1708-5,서초3동,2025-09-18
장애인용 승강기,이건목원리 한방병원,서울 서초구 방배동 765-28,방배본동,2025-09-18
장애인용 승강기,이레오피스텔,서울 서초구 서초동 1574-4,서초3동,2025-09-18
장애인용 승강기,이미지업빌딩,서울 서초구 잠원동 19-7,잠원동,2025-09-18
장애인용 승강기,이수 초석빌딩,서울 서초구 방배동 421-3,방배2동,2025-09-18
장애인용 승강기,이수중앙교회,서울 서초구 방배동 512-5,방배2동,2025-09-18
장애인용 승강기,이수중학교,서울 서초구 방배동 974-22,방배2동,2025-09-18
장애인용 승강기,이수초등학교,서울 서초구 방배동 468-6,방배2동,2025-09-18
장애인용 승강기,이수파이브,서울 서초구 방배동 1715,방배2동,2025-09-18
장애인용 승강기,인랜드아파트,서울 서초구 양재동 363-3,양재2동,2025-09-18
장애인용 승강기,인산빌딩,서울 서초구 서초동 1605-9,서초1동,2025-09-18
장애인용 승강기,인산타워,서울 서초구 방배동 3005,방배2동,2025-09-18
장애인용 승강기,인앤인 오피스,서울 서초구 서초동 1673-1,서초1동,2025-09-18
장애인용 승강기,인터아이빌딩,서울 서초구 서초동 1626-17,서초1동,2025-09-18
장애인용 승강기,일석빌딩,서울 서초구 서초동 1344-21,서초2동,2025-09-18
장애인용 승강기,일이타워,서울 서초구 서초동 1672-9,서초1동,2025-09-18
장애인용 승강기,임이석테마피부과 빌딩,서울 서초구 잠원동 19-8,잠원동,2025-09-18
장애인용 승강기,자강빌딩,서울 서초구 양재동 2-20,양재1동,2025-09-18
장애인용 승강기,자스민호텔,서울 서초구 서초동 1595-5,서초3동,2025-09-18
장애인용 승강기,자연누리오피스텔,서울 서초구 신원동 662,내곡동,2025-09-18
장애인용 승강기,자현유하우스,서울 서초구 방배동 940-4,방배1동,2025-09-18
장애인용 승강기,잠원CJ빌리지,서울 서초구 잠원동 63,잠원동,2025-09-18
장애인용 승강기,잠원동 34-22,서울 서초구 잠원동 34-22,잠원동,2025-09-18
장애인용 승강기,잠원동 카일룸,서울 서초구 잠원동 49-7,잠원동,2025-09-18
장애인용 승강기,잠원동19-2,서울 서초구 잠원동 19-2,잠원동,2025-09-18
장애인용 승강기,잠원동K타워,서울 서초구 잠원동 12-25,잠원동,2025-09-18
장애인용 승강기,잠원동삼덕빌딩,서울 서초구 잠원동 41-11,잠원동,2025-09-18
장애인용 승강기,잠원동아아파트,서울 서초구 잠원동 157,반포3동,2025-09-18
장애인용 승강기,잠원두산위브APT,서울 서초구 서초동 1310-4,서초4동,2025-09-18
장애인용 승강기,잠원시티아파트,서울 서초구 잠원동 71-8,반포3동,2025-09-18
장애인용 승강기,잠원아이비아파트,서울 서초구 잠원동 34-1,잠원동,2025-09-18
장애인용 승강기,잠원월드메르디앙아파트,서울 서초구 잠원동 33-11,잠원동,2025-09-18
장애인용 승강기,잠원초등학교,서울 서초구 반포동 17,반포2동,2025-09-18
장애인용 승강기,잠원트루빌아파트,서울 서초구 잠원동 33-7,잠원동,2025-09-18
장애인용 승강기,재오스빌딩,서울 서초구 양재동 87-8,양재1동,2025-09-18
장애인용 승강기,재우빌딩,서울 서초구 서초동 1597-4,서초3동,2025-09-18
장애인용 승강기,정토사회문화회관,서울 서초구 서초동 1591-1,서초3동,2025-09-18
장애인용 승강기,제니엘빌딩,서울 서초구 서초동 1342-3,서초2동,2025-09-18
장애인용 승강기,제이디파크빌,서울 서초구 서초동 1490-20,서초3동,2025-09-18
장애인용 승강기,제이원타워 방배,서울 서초구 방배동 850-11,방배4동,2025-09-18
장애인용 승강기,제이프러스빌딩,서울 서초구 양재동 16-13,양재1동,2025-09-18
장애인용 승강기,주류성빌딩,서울 서초구 서초동 1305-5,서초4동,2025-09-18
장애인용 승강기,주심빌딩,서울 서초구 방배동 1015,방배3동,2025-09-18
장애인용 승강기,주일빌딩,서울 서초구 잠원동 39-13,잠원동,2025-09-18
장애인용 승강기,주호빌딩,서울 서초구 반포동 49-4,반포4동,2025-09-18
장애인용 승강기,중앙잠원하이츠아파트B동,서울 서초구 잠원동 71-17,반포3동,2025-09-18
장애인용 승강기,지에스방배아트자이,서울 서초구 방배동 3278,방배3동,2025-09-18
장애인용 승강기,지오지안방배,서울 서초구 방배동 751-11,방배본동,2025-09-18
장애인용 승강기,지온빌딩,서울 서초구 서초동 1564-13,서초3동,2025-09-18
장애인용 승강기,지젤시그니티서초,서울 서초구 서초동 1572-7,서초3동,2025-09-18
장애인용 승강기,지파이브센트럴프라자,서울 서초구 서초동 1685-8,서초4동,2025-09-18
장애인용 승강기,진우빌딩,서울 서초구 방배동 883-8,방배1동,2025-09-18
장애인용 승강기,진정빌딩,서울 서초구 양재동 70-1,양재1동,2025-09-18
장애인용 승강기,차움빌딩,서울 서초구 방배동 914-7,방배1동,2025-09-18
장애인용 승강기,참포도나무병원,서울 서초구 양재동 20-7,양재1동,2025-09-18
장애인용 승강기,창신교회,서울 서초구 서초동 1611-10,서초1동,2025-09-18
장애인용 승강기,창영빌딩,서울 서초구 서초동 1556-1,서초3동,2025-09-18
장애인용 승강기,천주교반포4동성당,서울 서초구 반포동 47-1,반포4동,2025-09-18
장애인용 승강기,청광아트빌14차,서울 서초구 방배동 482-4,방배3동,2025-09-18
장애인용 승강기,청권빌딩,서울 서초구 방배동 908-15,방배1동,2025-09-18
장애인용 승강기,청향빌딩,서울 서초구 서초동 1695-1,서초4동,2025-09-18
장애인용 승강기,청화오피스텔,서울 서초구 서초동 1339-7,서초2동,2025-09-18
장애인용 승강기,초원현대아파트,서울 서초구 서초동 1444-3,서초1동,2025-09-18
장애인용 승강기,최상산부인과,서울 서초구 서초동 1688-3,서초4동,2025-09-18
장애인용 승강기,케이아이타워,서울 서초구 서초동 1309-8,서초4동,2025-09-18
장애인용 승강기,코너스톤서울아카데미,서울 서초구 양재동 315-1,양재2동,2025-09-18
장애인용 승강기,코스모빌딩,서울 서초구 서초동 1534-5,서초3동,2025-09-18
장애인용 승강기,코웰빌딩,서울 서초구 반포동 66-1,반포4동,2025-09-18
장애인용 승강기,코트빌,서울 서초구 방배동 804-9,방배4동,2025-09-18
장애인용 승강기,큐브플러스오피스텔,서울 서초구 서초동 1598-1,서초3동,2025-09-18
장애인용 승강기,크란츠빌딩,서울 서초구 서초동 1656-13,서초1동,2025-09-18
장애인용 승강기,크로바타워,서울 서초구 서초동 1688-1,서초4동,2025-09-18
장애인용 승강기,크로스143타워,서울 서초구 서초동 1332-4,서초2동,2025-09-18
장애인용 승강기,타미야빌딩,서울 서초구 양재동 4-16,양재1동,2025-09-18
장애인용 승강기,탑스벤쳐타워,서울 서초구 서초동 1591-3,서초3동,2025-09-18
장애인용 승강기,태우빌딩,서울 서초구 서초동 1357-10,서초2동,2025-09-18
장애인용 승강기,태평아트아파트,서울 서초구 반포동 701-59,반포1동,2025-09-18
장애인용 승강기,텔코웨어주식회사,서울 서초구 서초동 1708-2,서초3동,2025-09-18
장애인용 승강기,토니모리빌딩,서울 서초구 서초동 1365-23,서초2동,2025-09-18
장애인용 승강기,트라이랜드빌딩,서울 서초구 서초동 1303-36,서초4동,2025-09-18
장애인용 승강기,파고다타워,서울 서초구 서초동 1306-6,서초4동,2025-09-18
장애인용 승강기,파라디아골드오피스텔,서울 서초구 서초동 1338-8,서초2동,2025-09-18
장애인용 승강기,파빌리온아파트,서울 서초구 양재동 402-6,양재2동,2025-09-18
장애인용 승강기,파스텔시티,서울 서초구 방배동 444-3,방배2동,2025-09-18
장애인용 승강기,파이원빌딩,서울 서초구 서초동 1359-46,서초2동,2025-09-18
장애인용 승강기,파크254,서울 서초구 양재동 254,양재2동,2025-09-18
장애인용 승강기,파크빌딩,서울 서초구 서초동 1500-10,서초3동,2025-09-18
장애인용 승강기,파크센터,서울 서초구 양재동 90-7,양재1동,2025-09-18
장애인용 승강기,판테옹,서울 서초구 방배동 841-2,방배4동,2025-09-18
장애인용 승강기,팔라디오아파트,서울 서초구 반포동 551,반포4동,2025-09-18
장애인용 승강기,팬타트럼,서울 서초구 서초동 1546-5,서초3동,2025-09-18
장애인용 승강기,페이토플라자,서울 서초구 잠원동 37-1,잠원동,2025-09-18
장애인용 승강기,펜타타워,서울 서초구 서초동 1302-36,서초4동,2025-09-18
장애인용 승강기,펜타트럼,서울 서초구 서초동 1546-5,서초3동,2025-09-18
장애인용 승강기,포레933빌딩,서울 서초구 반포동 93-3,반포4동,2025-09-18
장애인용 승강기,포엠아이,서울 서초구 양재동 316-4,양재2동,2025-09-18
장애인용 승강기,포이동성당,서울 서초구 양재동 396-2,양재2동,2025-09-18
장애인용 승강기,풍림아이원매직오피스텔,서울 서초구 서초동 1321-9,서초2동,2025-09-18
장애인용 승강기,프라하임아파트,서울 서초구 방배동 978-2,방배2동,2025-09-18
장애인용 승강기,프레스턴,서울 서초구 방배동 828-14,방배4동,2025-09-18
장애인용 승강기,프렌닥터,서울 서초구 양재동 13-9,양재1동,2025-09-18
장애인용 승강기,프로비스타호텔,서울 서초구 서초동 1677-8,서초1동,2025-09-18
장애인용 승강기,프로빌딩,서울 서초구 잠원동 38-13,잠원동,2025-09-18
장애인용 승강기,프린스타워,서울 서초구 반포동 707-11,반포1동,2025-09-18
장애인용 승강기,프린스효령빌딩,서울 서초구 방배동 984-3,방배3동,2025-09-18
장애인용 승강기,피렌체빌딩,서울 서초구 서초동 1307-18,서초4동,2025-09-18
장애인용 승강기,피카소빌(B동),서울 서초구 반포동 79-5,반포4동,2025-09-18
장애인용 승강기,하나푸르니반포어린이집,서울 서초구 반포동 53-6,반포4동,2025-09-18
장애인용 승강기,하모니빌라트,서울 서초구 방배동 916-29,방배1동,2025-09-18
장애인용 승강기,하우징허브 오렌지2,서울 서초구 양재동 265-8,양재2동,2025-09-18
장애인용 승강기,하이디하우스,서울 서초구 우면동 671,양재1동,2025-09-18
장애인용 승강기,하이브타워,서울 서초구 반포동 746-2,반포1동,2025-09-18
장애인용 승강기,학술원사무국,서울 서초구 반포동 산 94-4,반포4동,2025-09-18
장애인용 승강기,한국부동산원 서울강남지사,서울 서초구 서초동 1354-5,서초2동,2025-09-18
장애인용 승강기,한국사회복지공제회관,서울 서초구 반포동 706-10,반포1동,2025-09-18
장애인용 승강기,한국산업기술진흥협회,서울 서초구 양재동 20-17,양재1동,2025-09-18
장애인용 승강기,한국상담대학원대학교,서울 서초구 서초동 1437-1,서초1동,2025-09-18
장애인용 승강기,한국세무사회,서울 서초구 서초동 1497-16,서초3동,2025-09-18
장애인용 승강기,한국식품산업협회,서울 서초구 방배동 1002-6,서초3동,2025-09-18
장애인용 승강기,한국지방세연구원빌딩,서울 서초구 양재동 231,양재2동,2025-09-18
장애인용 승강기,한국콜마종합기술원,서울 서초구 내곡동 147,내곡동,2025-09-18
장애인용 승강기,한라비발디스튜디오193,서울 서초구 서초동 1363-25,서초2동,2025-09-18
장애인용 승강기,한별1,서울 서초구 양재동 391-15,양재2동,2025-09-18
장애인용 승강기,한빛위너스,서울 서초구 서초동 1558-4,서초3동,2025-09-18
장애인용 승강기,한샘빌딩,서울 서초구 방배동 757-1,방배본동,2025-09-18
장애인용 승강기,한성모터타워,서울 서초구 방배동 935-42,방배1동,2025-09-18
장애인용 승강기,한성벤츠자동차서비스센터,서울 서초구 양재동 5-3,양재1동,2025-09-18
장애인용 승강기,한솔빌딩,서울 서초구 서초동 1621-3,서초1동,2025-09-18
장애인용 승강기,한승아스트라,서울 서초구 서초동 1554-5,서초3동,2025-09-18
장애인용 승강기,한승아스트라II,서울 서초구 서초동 1713-1,서초3동,2025-09-18
장애인용 승강기,한신트리플상가,서울 서초구 방배동 816-1,방배4동,2025-09-18
장애인용 승강기,한아름빌딩,서울 서초구 양재동 333-5,양재2동,2025-09-18
장애인용 승강기,한울빌딩,서울 서초구 서초동 1685-10,서초4동,2025-09-18
장애인용 승강기,한원빌딩신관,서울 서초구 서초동 1449-10,서초3동,2025-09-18
장애인용 승강기,한일시멘트,서울 서초구 서초동 1587,서초3동,2025-09-18
장애인용 승강기,한일인텔빌라,서울 서초구 양재동 66-3,양재1동,2025-09-18
장애인용 승강기,한전아트센터,서울 서초구 서초동 1355,서초2동,2025-09-18
장애인용 승강기,한화생명서초사옥,서울 서초구 서초동 1338-12,서초2동,2025-09-18
장애인용 승강기,해청3차아파트,서울 서초구 양재동 15-12,양재1동,2025-09-18
장애인용 승강기,해청파인빌,서울 서초구 양재동 19-1,양재1동,2025-09-18
장애인용 승강기,행복빌딩,서울 서초구 양재동 13-11,양재1동,2025-09-18
장애인용 승강기,향천빌딩,서울 서초구 양재동 82,양재1동,2025-09-18
장애인용 승강기,허스트빌,서울 서초구 방배동 804-8,방배4동,2025-09-18
장애인용 승강기,헤센파크힐,서울 서초구 서초동 1633-4,서초1동,2025-09-18
장애인용 승강기,현대성우주상복합아파트,서울 서초구 서초동 1316-15,서초4동,2025-09-18
장애인용 승강기,현대실크빌라트,서울 서초구 잠원동 62-6,잠원동,2025-09-18
장애인용 승강기,현대썬앤빌강남더인피닛,서울 서초구 서초동 1303-6,서초4동,2025-09-18
장애인용 승강기,현대아르빌,서울 서초구 방배동 459-1,방배2동,2025-09-18
장애인용 승강기,현대양재어린이집,서울 서초구 염곡동 106-1,내곡동,2025-09-18
장애인용 승강기,현대오페라하우스2차,서울 서초구 방배동 823-14,방배4동,2025-09-18
장애인용 승강기,현대임페리움아파트,서울 서초구 서초동 1631-8,서초1동,2025-09-18
장애인용 승강기,현대자동차본사사옥,서울 서초구 서초동 1365-22,서초2동,2025-09-18
장애인용 승강기,현대클리닉빌딩,서울 서초구 방배동 774,방배본동,2025-09-18
장애인용 승강기,현대타운B동,서울 서초구 양재동 16-19,양재1동,2025-09-18
장애인용 승강기,현대테라하임 102동,서울 서초구 양재동 11-74,양재1동,2025-09-18
장애인용 승강기,현대테라하임101동,서울 서초구 양재동 11-120,양재1동,2025-09-18
장애인용 승강기,현도빌라트IV,서울 서초구 방배동 914-3,방배1동,2025-09-18
장애인용 승강기,형일빌딩,서울 서초구 서초동 1444-14,서초1동,2025-09-18
장애인용 승강기,형지파크,서울 서초구 양재동 395-4,양재2동,2025-09-18
장애인용 승강기,형촌프라자,서울 서초구 우면동 686-2,양재1동,2025-09-18
장애인용 승강기,혜성포레스빌,서울 서초구 양재동 384-2,양재2동,2025-09-18
장애인용 승강기,혜인빌딩,서울 서초구 양재동 392-6,양재2동,2025-09-18
장애인용 승강기,혜준빌딩,서울 서초구 서초동 1425-11,서초1동,2025-09-18
장애인용 승강기,호반파크1관,서울 서초구 우면동 782,양재1동,2025-09-18
장애인용 승강기,호반파크2관,서울 서초구 우면동 786,양재1동,2025-09-18
장애인용 승강기,호서벤처대학원,서울 서초구 서초동 1422-7,서초1동,2025-09-18
장애인용 승강기,홍우제2빌딩,서울 서초구 서초동 1327-1,서초2동,2025-09-18
장애인용 승강기,화련회관,서울 서초구 방배동 753-6,방배본동,2025-09-18
장애인용 승강기,화원그랑빌,서울 서초구 서초동 1510-15,서초3동,2025-09-18
장애인용 승강기,황금빌딩,서울 서초구 방배동 883-6,방배1동,2025-09-18
장애인용 승강기,황실자이아파트,서울 서초구 방배동 883-9,방배1동,2025-09-18
장애인용 승강기,효봉8빌딩,서울 서초구 서초동 1425-9,서초1동,2025-09-18
장애인용 승강기,효산빌라트,서울 서초구 방배동 878-26,방배4동,2025-09-18
장애인용 승강기,효성빌라26동,서울 서초구 반포동 551-42,반포4동,2025-09-18
장애인용 승강기,효찬빌딩,서울 서초구 방배동 895-16,방배1동,2025-09-18
장애인용 승강기,훈민타워,서울 서초구 서초동 1574-15,서초3동,2025-09-18
장애인용 승강기,휴먼빌딩2,서울 서초구 방배동 907-5,방배1동,2025-09-18
장애인용 승강기,휴먼시티아파트,서울 서초구 양재동 402-15,양재2동,2025-09-18
장애인용 승강기,휴앤빌,서울 서초구 양재동 263-13,양재2동,2025-09-18
장애인용 승강기,휴플러스,서울 서초구 양재동 375-3,양재2동,2025-09-18
장애인용 승강기,희경빌딩,서울 서초구 양재동 205-2,양재2동,2025-09-18
장애인용 승강기,희성빌딩,서울 서초구 서초동 1694-10,서초4동,2025-09-18
장애인용 승강기,희오빌딩,서울 서초구 방배동 777-17,방배본동,2025-09-18
장애인용 승강기,흰물결빌딩,서울 서초구 서초동 1720-8,서초3동,2025-09-18
장애인용 승강기,힐스나인빌리지,서울 서초구 방배동 799-5,방배4동,2025-09-18
장애인용 승강기,힐스테이트서리풀아파트(마제스타시티),서울 서초구 서초동 1498-5,서초3동,2025-09-18
장애인용 승강기,힐스테이트서초젠트리스,서울 서초구 신원동 412-1,내곡동,2025-09-18
휠체어 충전소,서초구청,서울특별시 서초구 서초동 1376-3,서초2동,2025-09-18
휠체어 충전소,양재2동주민센터,서울특별시 서초구 양재동 323-1,양재2동,2025-09-18
휠체어 충전소,내곡열린문화센터,서울특별시 서초구 신원동 627,내곡동,2025-09-18
